Area,Address,Horizontal,Road_width,Type_of_house,Price
50.0,264,3.7,3.0,2,5.0
51.0,140,3.7,3.7,2,5.0
31.0,140,3.8,2.7,2,3.65
50.0,264,3.7,3.0,2,4.8
45.0,140,3.5,2.7,2,4.35
51.0,264,4.0,3.0,2,4.5
40.0,260,5.0,3.0,2,2.8
45.0,140,3.52,2.5,2,4.35
36.0,260,3.4,3.0,2,3.2
70.0,1,5.0,6.0,2,23.5
59.0,130,4.0,3.0,2,5.1
48.0,160,4.0,4.0,2,6.5
50.0,120,3.5,3.5,2,9.3
35.0,140,6.0,3.0,2,2.83
50.0,90,0.0,15.0,2,13.9
34.0,259,3.7,3.0,2,4.45
80.0,97,5.5,6.0,2,13.8
72.0,63,4.435066261134082,40.0,1,15.0
50.0,60,4.435066261134082,40.0,1,15.5
52.0,58,4.435066261134082,60.0,1,15.8
65.0,58,4.435066261134082,60.0,1,23.0
116.0,63,4.435066261134082,30.0,1,18.0
75.0,60,4.435066261134082,30.0,1,22.0
70.0,58,4.435066261134082,8.0,1,13.0
45.0,69,4.435066261134082,30.0,1,13.0
120.0,63,4.435066261134082,40.0,1,63.0
65.0,58,4.435066261134082,60.0,1,20.0
58.0,63,4.435066261134082,30.0,1,18.0
63.0,69,4.435066261134082,10.0,1,16.5
75.0,68,4.435066261134082,12.0,1,12.7
62.0,63,4.435066261134082,10.0,1,12.6
95.0,58,4.435066261134082,8.0,1,17.0
50.0,104,4.435066261134082,20.0,1,15.5
68.0,68,4.435066261134082,8.0,1,12.8
75.0,63,4.435066261134082,30.0,1,18.5
75.0,63,4.435066261134082,30.0,1,18.5
56.0,58,4.435066261134082,60.0,1,13.9
54.0,63,4.435066261134082,20.0,1,13.0
126.0,58,4.435066261134082,8.0,1,26.5
162.0,60,4.435066261134082,20.0,1,40.0
75.0,63,4.435066261134082,20.0,1,16.5
165.0,150,4.435066261134082,15.0,1,85.0
69.0,59,4.435066261134082,10.0,1,16.5
86.0,63,4.435066261134082,30.0,1,27.0
59.0,59,4.435066261134082,30.0,1,18.5
46.0,58,4.435066261134082,60.0,1,16.0
56.0,63,4.435066261134082,20.0,1,17.5
81.0,58,4.435066261134082,30.0,1,10.7
30.0,60,4.435066261134082,3.0,2,3.15
28.0,58,4.435066261134082,3.0,2,2.4
44.0,59,4.435066261134082,8.0,2,4.6
52.0,60,4.435066261134082,3.0,2,4.6
38.0,60,4.435066261134082,3.0,2,3.5
39.0,58,4.435066261134082,3.0,2,3.6
50.0,60,4.435066261134082,3.0,2,4.7
55.0,130,4.0,5.0,2,6.6
50.0,130,4.435066261134082,3.0,2,5.75
45.0,130,4.435066261134082,2.5,2,4.0
70.0,130,4.435066261134082,2.5,2,5.6
70.0,140,4.5,3.0,2,8.8
80.0,130,4.435066261134082,3.0,2,8.8
38.0,140,4.435066261134082,6.0,2,3.35
55.0,197,4.435066261134082,3.0,2,6.5
48.0,130,4.435066261134082,3.0,2,7.2
50.0,140,4.435066261134082,3.0,2,3.7
48.0,130,4.435066261134082,3.0,2,4.3
34.0,260,3.4,3.0,2,2.7
80.0,130,4.435066261134082,3.0,2,9.8
80.0,140,4.435066261134082,3.0,2,9.5
90.0,140,4.435066261134082,3.0,2,10.2
80.0,140,4.435066261134082,3.0,2,8.3
50.0,130,4.435066261134082,3.0,2,4.8
38.0,260,3.3,3.0,2,3.2
40.0,140,3.8,3.5,2,4.5
33.0,140,3.3,2.5,2,2.69
45.0,130,4.435066261134082,2.5,2,4.0
70.0,130,4.435066261134082,2.5,2,5.6
70.0,140,4.5,3.0,2,8.8
80.0,130,4.435066261134082,3.0,2,8.8
38.0,140,4.435066261134082,6.0,2,3.35
55.0,197,4.435066261134082,3.0,2,6.5
48.0,130,4.435066261134082,3.0,2,7.2
50.0,140,4.435066261134082,3.0,2,3.7
48.0,130,4.435066261134082,3.0,2,4.3
34.0,260,3.4,3.0,2,2.7
80.0,130,4.435066261134082,3.0,2,9.8
80.0,140,4.435066261134082,3.0,2,9.5
90.0,140,4.435066261134082,3.0,2,10.2
50.0,130,4.435066261134082,3.0,2,4.8
80.0,140,4.435066261134082,3.0,2,8.3
38.0,260,3.3,3.0,2,3.2
40.0,140,3.8,3.5,2,4.5
33.0,140,3.3,2.5,2,2.69
33.0,197,4.0,3.0,2,3.6
34.0,260,3.5,3.0,2,4.0
43.0,140,5.1,2.7,2,4.6
40.0,140,3.5,3.0,2,6.0
36.0,140,3.5,3.0,2,4.5
55.0,140,3.7,2.7,2,4.85
51.0,140,3.7,3.7,2,5.0
31.0,140,3.8,2.7,2,3.65
50.0,264,3.7,3.0,2,4.8
45.0,140,3.5,2.7,2,4.35
51.0,264,4.0,3.0,2,4.5
40.0,260,5.0,3.0,2,2.8
45.0,140,3.52,2.5,2,4.35
36.0,260,3.4,3.0,2,3.2
70.0,1,5.0,6.0,2,23.5
59.0,130,4.0,3.0,2,5.1
48.0,160,4.0,4.0,2,6.5
50.0,120,3.5,3.5,2,9.3
35.0,140,6.0,3.0,2,2.83
50.0,90,0.0,15.0,2,13.9
34.0,259,3.7,3.0,2,4.45
68.0,3,4.5,10.0,1,15.5
80.0,2,11.0,30.0,1,25.0
70.0,1,6.0,30.0,1,22.8
80.0,2,5.5,10.0,1,21.0
80.0,1,7.5,10.0,1,23.5
100.0,3,6.5,15.0,1,26.0
120.0,1,7.5,10.0,1,31.2
110.0,1,10.0,3.0,1,28.5
150.0,7,9.0,15.0,1,78.5
85.0,1,4.5,15.0,1,16.2
85.0,1,4.5,5.0,1,24.5
75.0,1,6.0,15.0,1,29.5
145.0,7,11.0,15.0,1,58.0
350.0,4,4.435066261134082,30.0,1,78.0
50.0,133,5.1,20.0,2,18.5
69.0,71,4.0,6.0,1,12.2
50.0,62,3.8,15.0,1,13.9
60.0,87,3.5,2.0,2,7.5
45.0,61,3.5,2.0,2,5.5
46.0,87,3.5,2.0,2,6.8
33.0,61,6.0,2.5,3,2.95
35.0,71,3.8,1.5,2,3.8
72.0,71,4.8,3.5,2,7.65
45.0,87,3.9,3.0,2,7.5
31.0,236,3.2,4.0,2,3.8
31.0,236,3.2,4.0,2,3.8
41.0,71,4.1,1.8,2,4.15
35.0,236,5.0,4.0,2,5.1
39.0,71,6.0,2.0,2,3.65
40.0,236,4.0,3.0,2,4.25
30.0,71,3.6,2.0,2,3.65
30.0,61,6.0,4.0,2,2.85
32.0,65,3.3,3.0,2,4.15
30.0,71,4.2,2.5,2,3.3
30.0,71,4.0,2.0,2,3.25
31.0,71,3.2,2.0,2,3.35
43.0,71,4.5,2.5,2,3.85
33.0,61,4.0,3.0,2,4.8
46.0,87,3.5,2.5,2,7.3
40.0,236,4.0,3.0,2,3.65
40.0,1,4.0,5.0,2,6.9
38.0,61,3.8,2.5,2,3.4
46.0,87,5.6,3.0,2,6.4
42.0,87,3.5,2.2,2,7.0
42.0,87,3.5,2.2,2,7.0
30.0,71,3.5,2.0,2,3.2
33.0,71,3.5,5.0,2,5.1
52.0,236,4.0,3.0,2,6.0
38.0,71,4.0,3.0,2,5.1
42.0,63,3.5,2.0,2,4.7
30.0,63,4.0,2.0,2,3.8
31.0,63,3.4,2.0,2,4.2
44.0,71,3.5,3.5,2,4.7
36.0,236,3.5,3.5,2,4.0
43.0,62,3.5,3.0,2,5.5
46.0,63,3.5,2.0,2,6.2
40.0,71,3.8,5.0,2,8.2
32.0,224,3.2,2.5,2,3.05
31.0,87,4.0,2.0,2,4.5
27.0,133,4.435066261134082,30.0,2,6.8
61.0,114,4.435066261134082,12.0,1,19.5
30.0,32,3.4,2.0,2,3.85
41.0,133,5.3,3.0,2,5.5
41.0,133,5.3,3.0,2,5.5
210.0,2,4.435066261134082,50.0,1,109.0
42.0,133,5.2,2.0,2,6.75
45.0,22,4.435066261134082,2.5,2,6.5
100.0,1,5.6,10.0,1,35.0
59.0,133,4.435066261134082,6.0,2,6.0
41.0,125,4.435066261134082,2.0,2,6.3
160.0,147,5.0,16.0,1,78.0
85.0,69,4.5,12.0,1,22.0
50.0,252,4.435066261134082,14.0,1,25.0
55.0,48,15.0,10.0,1,22.0
110.0,114,7.0,12.0,1,66.0
100.0,248,6.0,15.0,1,75.0
50.0,42,5.5,12.0,1,20.0
75.0,133,5.0,12.0,1,22.0
60.0,69,4.435066261134082,12.0,1,19.0
65.0,130,4.435066261134082,16.0,1,26.0
60.0,58,5.0,10.0,1,25.0
90.0,104,7.0,8.0,1,28.0
107.0,147,4.5,8.0,1,58.0
60.0,58,5.0,10.0,1,25.0
90.0,104,7.0,8.0,1,28.0
107.0,147,4.5,8.0,1,58.0
71.0,22,7.6,10.0,1,29.0
105.0,252,6.0,9.0,1,65.0
100.0,4,7.0,8.0,1,15.0
84.0,12,5.5,7.0,1,20.0
50.0,169,5.0,8.0,1,48.0
68.0,32,5.0,7.0,1,24.0
76.0,113,5.0,8.0,1,28.0
100.0,278,7.0,8.0,1,54.0
67.0,42,5.0,5.0,1,10.2
68.0,32,6.0,7.0,1,17.0
81.0,190,7.0,8.0,1,31.0
142.0,1,6.0,8.0,1,55.0
60.0,197,6.0,8.0,1,12.0
100.0,197,7.0,7.0,1,32.0
42.0,165,4.0,8.0,1,15.0
65.0,278,5.0,6.0,1,15.0
75.0,50,5.0,6.0,1,11.0
75.0,50,5.0,6.0,1,11.0
65.0,150,5.5,6.0,1,65.0
65.0,48,5.1,8.0,1,28.0
75.0,278,5.0,6.0,1,34.0
90.0,22,9.0,6.0,1,23.0
50.0,252,4.0,7.0,1,23.0
55.0,190,4.5,8.0,1,17.0
90.0,140,5.0,12.0,1,15.0
183.0,190,7.2,10.0,1,73.0
70.0,62,5.0,8.0,1,16.0
88.0,114,7.0,8.0,1,20.0
160.0,130,7.0,10.0,1,46.0
70.0,7,7.0,8.0,1,17.0
50.0,133,5.0,7.0,1,15.0
65.0,130,5.0,5.0,1,13.0
70.0,92,5.0,8.0,2,16.0
80.0,1,6.0,10.0,2,20.0
70.0,7,5.0,10.0,2,18.0
92.0,3,8.0,10.0,2,26.0
90.0,92,12.0,10.0,2,17.0
92.0,3,8.0,10.0,2,26.0
90.0,92,12.0,10.0,2,17.0
60.0,1,5.0,16.0,2,17.0
135.0,22,7.0,7.0,2,36.0
60.0,1,4.435066261134082,7.0,2,12.0
75.0,33,7.0,5.0,2,12.0
96.0,22,8.0,7.0,2,14.0
108.0,1,6.0,6.0,2,16.0
140.0,42,5.0,3.0,2,18.7
158.0,163,5.6,5.0,2,68.0
35.0,48,7.3,6.0,2,9.0
38.0,278,4.0,5.0,2,10.3
68.0,48,5.8,5.0,2,12.5
60.0,663,4.0,5.0,2,13.0
45.0,48,4.0,5.0,2,12.5
60.0,663,6.5,5.0,2,12.5
50.0,48,5.0,5.0,2,15.0
78.0,252,7.0,5.0,2,12.0
76.0,97,5.0,5.0,2,12.0
76.0,97,5.0,5.0,2,12.0
61.0,104,6.3,5.0,2,18.0
132.0,133,7.7,5.0,2,14.0
98.0,42,5.0,4.0,2,10.0
71.0,69,5.0,4.0,2,11.0
50.0,133,5.2,5.0,2,10.0
53.0,114,5.0,6.0,2,13.0
60.0,278,7.6,5.0,2,18.0
42.0,7,4.0,6.0,2,10.0
70.0,1,5.0,6.0,2,24.0
95.0,133,10.0,10.0,2,20.0
59.0,133,5.4,6.0,2,10.0
92.0,1,5.0,7.0,2,16.5
84.0,130,5.0,9.0,2,14.8
78.0,160,6.5,6.0,2,21.0
62.0,7,7.0,6.0,2,12.0
50.0,7,5.0,7.0,2,13.0
65.0,2,8.0,6.0,2,14.5
40.0,1,5.0,7.0,2,14.0
65.0,2,8.0,6.0,2,14.5
40.0,1,5.0,7.0,2,14.0
50.0,33,5.0,6.0,2,15.0
50.0,7,5.0,6.0,2,12.0
53.0,1,5.0,6.0,2,18.0
90.0,160,6.5,6.0,2,18.0
45.0,97,5.0,5.0,2,11.0
60.0,1,5.0,5.0,2,13.0
96.0,12,6.0,4.0,2,14.0
65.0,2,4.0,4.0,2,12.0
76.0,2,6.0,6.0,2,14.0
62.0,1,5.0,6.0,2,18.0
55.0,1,5.0,4.0,2,11.0
110.0,59,5.0,5.0,2,24.0
40.0,22,4.0,2.0,2,4.45
93.0,104,10.5,20.0,2,41.0
35.0,104,4.435066261134082,3.0,2,4.3
62.0,104,4.435066261134082,20.0,1,17.0
135.0,104,5.0,26.0,1,46.0
35.0,94,0.0,3.0,2,3.9
135.0,104,5.0,26.0,1,46.0
35.0,94,0.0,3.0,2,3.9
45.0,92,0.0,5.0,2,5.1
35.0,112,8.3,2.5,2,4.2
42.0,22,0.0,30.0,2,5.6
54.0,133,4.435066261134082,6.0,2,9.1
37.0,127,4.0,2.5,2,3.3
132.0,677,18.0,20.0,1,138.0
160.0,163,6.0,10.0,1,79.0
52.0,111,6.0,5.0,2,12.7
75.0,232,6.5,2.5,2,5.0
53.0,104,6.5,2.5,2,6.5
36.0,133,4.0,3.0,2,5.3
40.0,133,4.435066261134082,6.0,2,6.0
66.0,59,4.435066261134082,4.0,2,5.6
96.0,133,8.2,6.0,2,18.5
43.0,127,4.435066261134082,2.5,2,4.35
55.0,133,4.0,3.0,2,4.8
50.0,2,5.0,4.0,2,5.0
48.0,104,6.17,20.0,1,13.0
62.0,104,4.435066261134082,20.0,1,17.0
135.0,104,5.0,26.0,1,46.0
35.0,94,0.0,3.0,2,3.9
45.0,92,0.0,5.0,2,5.1
35.0,112,8.3,2.5,2,4.2
42.0,22,0.0,30.0,2,5.6
54.0,133,4.435066261134082,6.0,2,9.1
37.0,127,4.0,2.5,2,3.3
132.0,677,18.0,20.0,1,138.0
160.0,163,6.0,10.0,1,79.0
52.0,111,6.0,5.0,2,12.7
75.0,232,6.5,2.5,2,5.0
53.0,104,6.5,2.5,2,6.5
36.0,133,4.0,3.0,2,5.3
40.0,133,4.435066261134082,6.0,2,6.0
66.0,59,4.435066261134082,4.0,2,5.6
96.0,133,8.2,6.0,2,18.5
43.0,127,4.435066261134082,2.5,2,4.35
55.0,133,4.0,3.0,2,4.8
50.0,2,5.0,4.0,2,5.0
50.0,2,5.0,4.0,2,5.0
48.0,104,6.17,20.0,1,13.0
280.0,4,30.0,20.0,2,130.0
41.0,133,5.4,3.0,2,6.95
47.0,127,4.3,2.0,2,4.55
88.0,48,6.0,30.0,1,35.5
45.0,59,4.0,3.0,2,4.8
36.0,104,4.8,3.0,2,5.4
77.0,97,4.435066261134082,5.0,2,8.6
50.0,104,4.6,3.5,2,8.5
80.0,112,5.5,6.0,1,13.8
64.0,133,4.435066261134082,20.0,1,13.5
39.0,133,4.435066261134082,4.0,2,5.8
38.0,133,3.2,2.0,2,4.68
34.0,22,5.0,6.0,1,15.5
40.0,42,4.63,2.5,2,6.6
50.0,90,0.0,15.0,2,13.9
34.0,259,3.7,3.0,2,4.45
80.0,97,5.5,6.0,2,13.8
72.0,63,4.435066261134082,40.0,1,15.0
150.0,36,4.435066261134082,3.0,1,17.0
85.0,140,4.435066261134082,5.0,1,12.5
125.0,36,7.0,3.0,1,17.0
52.0,140,4.5,12.0,1,10.0
34.0,260,3.4,3.0,2,2.7
34.0,259,4.435066261134082,3.0,2,3.0
38.0,197,4.435066261134082,3.5,2,3.55
45.0,36,4.435066261134082,8.0,2,4.2
42.0,140,4.435066261134082,4.0,2,4.3
42.0,140,4.435066261134082,2.5,2,3.8
56.0,140,4.435066261134082,3.3,2,4.5
55.0,197,4.435066261134082,3.0,2,7.8
33.0,197,5.0,3.0,2,2.8
50.0,197,4.435066261134082,4.0,2,5.2
48.0,160,4.435066261134082,4.0,2,3.9
55.0,130,4.0,5.0,2,6.6
51.0,140,4.435066261134082,13.0,2,9.6
50.0,130,4.435066261134082,3.0,2,5.75
45.0,130,4.435066261134082,2.5,2,4.0
70.0,130,4.435066261134082,2.5,2,5.6
45.0,130,4.435066261134082,2.5,2,4.0
70.0,130,4.435066261134082,2.5,2,5.6
48.0,130,4.435066261134082,3.0,2,7.2
50.0,140,4.435066261134082,3.0,2,3.7
48.0,130,4.435066261134082,3.0,2,4.3
55.0,197,4.435066261134082,3.0,2,6.5
70.0,140,4.5,3.0,2,8.8
80.0,130,4.435066261134082,3.0,2,8.8
38.0,140,4.435066261134082,6.0,2,3.35
34.0,260,3.4,3.0,2,2.7
90.0,140,4.435066261134082,3.0,2,10.2
80.0,140,4.435066261134082,3.0,2,8.3
50.0,130,4.435066261134082,3.0,2,4.8
80.0,130,4.435066261134082,3.0,2,9.8
80.0,140,4.435066261134082,3.0,2,9.5
40.0,140,3.8,3.5,2,4.5
38.0,260,3.3,3.0,2,3.2
33.0,140,3.3,2.5,2,2.69
33.0,197,4.0,3.0,2,3.6
34.0,260,3.5,3.0,2,4.0
43.0,140,5.1,2.7,2,4.6
40.0,140,3.5,3.0,2,6.0
36.0,140,3.5,3.0,2,4.5
55.0,140,3.7,2.7,2,4.85
50.0,264,3.7,3.0,2,5.0
50.0,2,5.0,4.0,2,5.0
50.0,2,5.0,4.0,2,5.0
48.0,104,6.17,20.0,1,13.0
280.0,4,30.0,20.0,2,130.0
41.0,133,5.4,3.0,2,6.95
47.0,127,4.3,2.0,2,4.55
88.0,48,6.0,30.0,1,35.5
45.0,59,4.0,3.0,2,4.8
36.0,104,4.8,3.0,2,5.4
77.0,97,4.435066261134082,5.0,2,8.6
50.0,104,4.6,3.5,2,8.5
80.0,112,5.5,6.0,1,13.8
64.0,133,4.435066261134082,20.0,1,13.5
39.0,133,4.435066261134082,4.0,2,5.8
38.0,133,3.2,2.0,2,4.68
34.0,22,5.0,6.0,1,15.5
40.0,42,4.63,2.5,2,6.6
79.0,111,5.5,6.0,2,13.5
39.0,48,4.0,12.0,1,10.0
95.0,133,4.435066261134082,30.0,1,36.0
82.0,133,6.5,30.0,1,45.0
200.0,2,15.0,20.0,3,56.5
50.0,143,12.5,6.0,2,10.5
62.0,252,7.0,4.0,2,13.2
57.0,104,4.435066261134082,15.0,1,11.5
23.0,32,2.8,7.0,1,5.5
47.0,127,4.3,2.0,2,4.55
38.0,143,4.0,4.0,2,4.9
161.0,89,6.2,10.0,1,35.5
80.0,133,5.6,30.0,1,25.0
45.0,104,3.5,2.0,2,3.0
40.0,114,4.0,2.0,2,4.45
97.0,104,10.0,10.0,2,7.4
32.0,147,5.0,1.7,2,6.0
50.0,133,3.5,3.0,2,5.9
50.0,125,3.0,4.0,2,7.5
39.0,133,4.0,3.0,2,6.65
63.0,32,4.0,2.5,2,8.3
122.0,92,20.0,12.0,1,36.8
35.0,127,5.0,1.8,2,3.95
190.0,205,14.5,7.0,1,90.0
190.0,205,14.5,7.0,1,90.0
45.0,58,4.3,26.0,1,18.0
50.0,133,3.5,3.0,2,5.9
53.0,133,4.435066261134082,5.0,2,6.8
35.0,104,3.8,2.0,2,5.58
76.0,90,8.1,12.0,1,35.0
55.0,140,3.65,4.5,2,5.45
65.0,260,4.1,25.0,1,10.8
51.0,140,3.3,7.0,2,8.6
30.0,197,3.0,5.0,2,3.15
36.0,140,3.0,4.5,2,3.95
43.0,197,3.3,4.5,2,4.8
36.0,197,4.2,4.0,2,4.25
68.0,142,4.1,40.0,1,21.0
34.0,65,3.0,3.0,2,2.68
95.0,130,5.5,40.0,1,40.0
265.0,1,16.0,30.0,1,111.0
100.0,1,5.6,10.0,1,26.0
69.0,12,4.3,20.0,1,16.8
100.0,1,7.1,25.0,1,58.0
110.0,1,6.5,30.0,1,60.0
95.0,1,6.5,12.0,1,43.0
63.0,104,3.5,30.0,1,32.0
61.0,92,3.6,35.0,1,27.0
126.0,1,7.0,40.0,1,47.0
80.0,3,5.0,15.0,1,35.0
44.0,1,4.0,15.0,1,25.0
145.0,1,7.0,30.0,1,65.0
145.0,7,10.0,25.0,1,61.5
185.0,7,11.0,20.0,1,63.0
85.0,1,5.6,20.0,1,42.0
137.0,133,6.6,25.0,1,45.0
85.0,165,7.0,20.0,1,45.0
106.0,1,6.0,15.0,1,25.0
70.0,1,5.7,30.0,1,60.0
100.0,2,7.6,15.0,1,57.0
100.0,2,7.6,15.0,1,57.0
100.0,1,5.0,30.0,1,38.0
160.0,1,8.0,40.0,1,45.0
140.0,133,7.0,15.0,1,45.0
174.0,2,8.0,30.0,1,110.0
150.0,1,12.0,20.0,1,58.5
110.0,1,6.5,25.0,1,60.0
207.0,165,9.0,12.0,1,51.0
321.0,1,21.0,15.0,1,90.0
210.0,165,25.0,12.0,1,71.0
260.0,59,8.0,15.0,1,57.0
135.0,7,7.3,15.0,1,50.0
85.0,2,6.2,35.0,1,38.5
145.0,7,11.0,15.0,1,56.0
100.0,160,7.3,20.0,1,35.0
55.0,160,4.2,20.0,1,18.6
130.0,22,18.0,20.0,1,6.0
75.0,12,5.0,30.0,1,38.5
95.0,4,5.5,15.0,1,39.9
45.0,1,4.0,20.0,1,21.5
45.0,1,4.0,20.0,1,21.5
150.0,165,14.0,8.0,1,63.0
116.0,4,7.0,8.0,1,18.9
90.0,1,5.2,20.0,1,36.0
230.0,1,15.0,15.0,1,137.0
80.0,4,5.0,30.0,1,32.5
316.0,53,10.0,30.0,1,111.0
65.0,12,4.0,15.0,1,17.6
100.0,113,6.5,15.0,1,52.0
75.0,1,5.0,40.0,1,42.0
100.0,7,6.0,40.0,1,74.5
95.0,1,5.0,20.0,1,45.0
67.0,22,4.0,15.0,1,24.5
365.0,165,15.0,40.0,1,49.0
155.0,133,6.5,15.0,1,48.8
107.0,1,5.5,40.0,1,62.0
137.0,1,6.5,15.0,1,72.0
108.0,133,9.0,15.0,1,49.0
107.0,133,5.0,15.0,1,30.0
137.0,1,6.5,15.0,1,72.0
108.0,133,9.0,15.0,1,49.0
107.0,133,5.0,15.0,1,30.0
133.0,104,4.0,40.0,1,52.0
35.0,4,3.5,10.0,1,7.6
95.0,12,6.0,30.0,1,51.0
280.0,1,30.0,30.0,3,120.0
145.0,1,5.5,40.0,1,60.0
80.0,4,5.0,10.0,1,14.0
90.0,7,7.5,40.0,1,43.8
162.0,1,10.0,30.0,1,65.0
71.0,104,4.0,30.0,1,24.0
40.0,42,3.0,15.0,1,8.5
75.0,7,7.0,40.0,1,29.5
70.0,1,5.1,8.0,2,22.5
70.0,1,5.1,6.0,2,22.5
70.0,1,14.0,8.0,2,23.8
97.0,44,12.0,3.0,2,28.0
80.0,1,7.3,2.0,2,15.0
97.0,44,12.0,3.0,2,28.0
80.0,1,7.3,2.0,2,15.0
90.0,4,9.0,2.0,2,8.8
56.0,1,4.5,8.0,2,12.0
80.0,1,4.5,4.0,2,11.0
80.0,4,7.2,10.0,1,24.0
32.0,260,4.0,4.5,2,3.5
43.0,1,4.0,3.5,2,6.4
110.0,4,6.0,7.0,2,24.0
32.0,104,0.0,4.5,2,2.95
35.0,104,0.0,10.0,2,4.7
36.0,104,0.0,30.0,2,5.4
64.0,4,5.0,3.5,2,4.1
147.0,69,6.1,12.0,1,135.0
180.0,163,11.0,19.0,1,40.0
62.0,22,7.0,26.0,1,23.0
38.0,127,5.9,3.0,2,3.5
132.0,723,16.0,5.0,1,33.0
40.0,165,4.0,3.5,2,6.0
40.0,1,4.0,8.0,1,7.2
147.0,69,6.1,12.0,1,135.0
180.0,163,11.0,19.0,1,40.0
62.0,22,7.0,26.0,1,23.0
38.0,127,5.9,3.0,2,3.5
132.0,723,16.0,5.0,1,33.0
40.0,165,4.0,3.5,2,6.0
40.0,1,4.0,8.0,1,7.2
90.0,4,5.4,12.0,1,18.6
35.0,724,4.0,4.0,2,4.7
135.0,224,5.0,30.0,1,23.9
105.0,59,6.0,30.0,1,29.0
105.0,60,6.0,30.0,1,29.0
40.0,236,4.435066261134082,20.0,1,6.8
95.0,69,5.0,7.0,1,12.8
54.0,12,4.0,8.0,1,11.0
205.0,71,8.0,50.0,1,36.0
86.0,65,5.0,25.0,1,19.0
70.0,224,6.0,32.0,1,17.9
100.0,71,6.0,32.0,1,17.9
42.0,22,0.0,30.0,2,5.6
54.0,133,4.435066261134082,6.0,2,9.1
37.0,127,4.0,2.5,2,3.3
132.0,677,18.0,20.0,1,138.0
160.0,163,6.0,10.0,1,79.0
52.0,111,6.0,5.0,2,12.7
75.0,232,6.5,2.5,2,5.0
53.0,104,6.5,2.5,2,6.5
36.0,133,4.0,3.0,2,5.3
40.0,133,4.435066261134082,6.0,2,6.0
66.0,59,4.435066261134082,4.0,2,5.6
96.0,133,8.2,6.0,2,18.5
43.0,127,4.435066261134082,2.5,2,4.35
55.0,133,4.0,3.0,2,4.8
50.0,2,5.0,4.0,2,5.0
48.0,104,6.17,20.0,1,13.0
280.0,4,30.0,20.0,2,130.0
41.0,133,5.4,3.0,2,6.95
47.0,127,4.3,2.0,2,4.55
88.0,48,6.0,30.0,1,35.5
41.0,133,5.4,3.0,2,6.95
47.0,127,4.3,2.0,2,4.55
88.0,48,6.0,30.0,1,35.5
45.0,59,4.0,3.0,2,4.8
36.0,104,4.8,3.0,2,5.4
77.0,97,4.435066261134082,5.0,2,8.6
50.0,104,4.6,3.5,2,8.5
80.0,112,5.5,6.0,1,13.8
64.0,133,4.435066261134082,20.0,1,13.5
39.0,133,4.435066261134082,4.0,2,5.8
38.0,133,3.2,2.0,2,4.68
34.0,22,5.0,6.0,1,15.5
40.0,42,4.63,2.5,2,6.6
79.0,111,5.5,6.0,2,13.5
39.0,48,4.0,12.0,1,10.0
95.0,133,4.435066261134082,30.0,1,36.0
82.0,133,6.5,30.0,1,45.0
61.0,133,4.0,5.0,2,12.45
200.0,2,15.0,20.0,3,56.5
50.0,143,12.5,6.0,2,10.5
100.0,64,6.0,5.0,2,14.5
65.0,1,6.0,6.0,2,11.5
35.0,61,4.0,3.0,2,3.0
35.0,61,4.0,3.0,2,3.0
100.0,71,6.0,10.0,2,8.2
100.0,64,6.8,10.0,2,20.0
45.0,62,4.435066261134082,3.0,2,3.26
45.0,197,6.0,6.0,2,5.8
54.0,104,6.0,2.5,2,5.2
66.0,90,4.6,2.0,2,6.35
62.0,140,4.0,0.0,2,5.85
50.0,133,5.1,20.0,2,18.5
69.0,71,4.0,6.0,1,12.2
50.0,62,3.8,15.0,1,13.9
60.0,87,3.5,2.0,2,7.5
45.0,61,3.5,2.0,2,5.5
46.0,87,3.5,2.0,2,6.8
33.0,61,6.0,2.5,3,2.95
35.0,236,5.0,4.0,2,5.1
39.0,71,6.0,2.0,2,3.65
41.0,71,4.1,1.8,2,4.15
72.0,71,4.8,3.5,2,7.65
45.0,87,3.9,3.0,2,7.5
31.0,236,3.2,4.0,2,3.8
35.0,71,3.8,1.5,2,3.8
40.0,236,4.0,3.0,2,4.25
30.0,71,3.6,2.0,2,3.65
30.0,61,6.0,4.0,2,2.85
32.0,65,3.3,3.0,2,4.15
30.0,71,4.2,2.5,2,3.3
30.0,71,4.0,2.0,2,3.25
31.0,71,3.2,2.0,2,3.35
43.0,71,4.5,2.5,2,3.85
33.0,61,4.0,3.0,2,4.8
46.0,87,3.5,2.5,2,7.3
40.0,236,4.0,3.0,2,3.65
40.0,1,4.0,5.0,2,6.9
38.0,61,3.8,2.5,2,3.4
46.0,87,5.6,3.0,2,6.4
42.0,87,3.5,2.2,2,7.0
100.0,1,4.435066261134082,15.0,1,55.0
205.0,118,4.435066261134082,8.0,1,39.0
280.0,1,4.435066261134082,15.0,1,165.0
130.0,2,4.435066261134082,20.0,1,60.0
75.0,89,4.435066261134082,30.0,1,45.0
220.0,32,4.435066261134082,6.0,1,65.0
600.0,92,4.435066261134082,15.0,1,250.0
130.0,1,4.435066261134082,20.0,1,50.0
450.0,150,4.435066261134082,15.0,1,200.0
170.0,150,4.435066261134082,8.0,1,69.0
140.0,2,4.435066261134082,7.0,1,69.0
180.0,7,4.435066261134082,15.0,1,79.0
145.0,104,4.435066261134082,9.0,1,71.0
125.0,163,4.435066261134082,7.0,1,58.0
